age_group,sex,household_income,province,voteLib,voteCon,cps19_votechoice
Age 30 to 44,Female,"$125,000 and more",Ontario,1,0,Liberal Party
Age 30 to 44,Female,NA,Ontario,0,0,Don't know/ Prefer not to answer
60+,Female,"$50,000 to $74,999",New Brunswick,0,1,Conservative Party
Age 30 to 44,Female,NA,Alberta,0,1,Conservative Party
Age 30 to 44,Female,"$50,000 to $74,999",Ontario,0,1,Conservative Party
60+,Female,"$50,000 to $74,999",Quebec,0,0,Green Party
60+,Female,"$75,000 to $99,999",Saskatchewan,0,1,Conservative Party
60+,Female,NA,British Columbia,0,1,Conservative Party
60+,Male,NA,Quebec,1,0,Liberal Party
Age 30 to 44,Female,NA,Quebec,0,0,Green Party
45 to 59,Male,NA,Quebec,0,1,Conservative Party
60+,Male,"$25,000 to $49,999",Quebec,0,0,Don't know/ Prefer not to answer
60+,Male,"$100,000 to $ 124,999",Ontario,0,0,Green Party
Age 30 to 44,Male,"$50,000 to $74,999",Quebec,0,0,ndp
60+,Male,"Less than $25,000",British Columbia,0,1,Conservative Party
45 to 59,Male,"$100,000 to $ 124,999",Alberta,1,0,Liberal Party
Age 30 to 44,Female,"$75,000 to $99,999",British Columbia,0,0,Green Party
Age 18 to 29,Female,NA,Ontario,0,0,Green Party
60+,Male,NA,Ontario,0,1,Conservative Party
45 to 59,Female,"$125,000 and more",Alberta,0,1,Conservative Party
45 to 59,Male,"Less than $25,000",Ontario,0,0,ndp
Age 18 to 29,NA,"Less than $25,000",Ontario,1,0,Liberal Party
Age 30 to 44,Male,"$125,000 and more",Quebec,0,1,Conservative Party
60+,Female,NA,Ontario,0,0,Don't know/ Prefer not to answer
60+,Male,"$75,000 to $99,999",Ontario,0,1,Conservative Party
45 to 59,Male,"$75,000 to $99,999",Alberta,0,1,Conservative Party
60+,Female,NA,Quebec,0,0,Bloc Québécois
Age 30 to 44,Male,"Less than $25,000",British Columbia,0,1,Conservative Party
Age 18 to 29,Female,"$25,000 to $49,999",Alberta,NA,NA,NA
Age 18 to 29,Female,"Less than $25,000",Quebec,1,0,Liberal Party
60+,Male,"$25,000 to $49,999",Quebec,0,0,Bloc Québécois
45 to 59,Female,"$100,000 to $ 124,999",Ontario,1,0,Liberal Party
60+,Male,"$75,000 to $99,999",Quebec,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Female,"$75,000 to $99,999",British Columbia,0,0,Green Party
Age 18 to 29,Female,NA,Ontario,0,0,Green Party
45 to 59,Male,NA,Ontario,0,0,Don't know/ Prefer not to answer
60+,Female,"$125,000 and more",British Columbia,0,0,ndp
45 to 59,Female,"$125,000 and more",Ontario,NA,NA,NA
45 to 59,Male,"$50,000 to $74,999",Ontario,1,0,Liberal Party
Age 30 to 44,Female,NA,Ontario,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Female,"$100,000 to $ 124,999",British Columbia,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Male,"$50,000 to $74,999",Ontario,0,0,Green Party
60+,Male,"$50,000 to $74,999",Quebec,1,0,Liberal Party
45 to 59,Male,"$125,000 and more",Alberta,0,1,Conservative Party
Age 30 to 44,Female,"$75,000 to $99,999",British Columbia,0,1,Conservative Party
Age 30 to 44,Female,"$25,000 to $49,999",Ontario,0,0,Don't know/ Prefer not to answer
45 to 59,Female,"$125,000 and more",Alberta,0,1,Conservative Party
60+,Male,NA,Quebec,0,0,Don't know/ Prefer not to answer
60+,Female,NA,Quebec,1,0,Liberal Party
60+,Male,"$25,000 to $49,999",Ontario,0,1,Conservative Party
45 to 59,Female,NA,Ontario,1,0,Liberal Party
Age 30 to 44,Female,"$125,000 and more",Quebec,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"$125,000 and more",Newfoundland and Labrador,1,0,Liberal Party
60+,Male,"$75,000 to $99,999",Ontario,0,0,ndp
45 to 59,Male,NA,Ontario,0,1,Conservative Party
60+,Male,"$75,000 to $99,999",British Columbia,0,1,Conservative Party
60+,Male,"$25,000 to $49,999",Ontario,0,0,Green Party
60+,Male,"$50,000 to $74,999",Ontario,0,1,Conservative Party
Age 18 to 29,Male,"$75,000 to $99,999",Ontario,1,0,Liberal Party
60+,Male,"$75,000 to $99,999",Ontario,NA,NA,NA
60+,Male,"$50,000 to $74,999",Ontario,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"$50,000 to $74,999",British Columbia,1,0,Liberal Party
60+,Female,NA,New Brunswick,0,1,Conservative Party
60+,Female,"$25,000 to $49,999",Quebec,0,1,Conservative Party
45 to 59,Female,NA,Ontario,0,0,ndp
45 to 59,Male,NA,Ontario,0,0,Don't know/ Prefer not to answer
45 to 59,Female,"$75,000 to $99,999",Ontario,NA,NA,NA
45 to 59,Male,"$125,000 and more",Ontario,0,1,Conservative Party
Age 30 to 44,Female,"$100,000 to $ 124,999",Ontario,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"$125,000 and more",Ontario,0,0,Don't know/ Prefer not to answer
60+,Male,"$125,000 and more",Alberta,0,1,Conservative Party
60+,Female,"$100,000 to $ 124,999",Quebec,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"$125,000 and more",Ontario,0,0,ndp
Age 30 to 44,Female,"$125,000 and more",Ontario,0,1,Conservative Party
60+,Male,NA,Alberta,0,1,Conservative Party
45 to 59,Female,"$75,000 to $99,999",Quebec,0,1,Conservative Party
Age 30 to 44,Male,NA,British Columbia,NA,NA,NA
Age 18 to 29,NA,NA,Ontario,0,0,ndp
Age 30 to 44,Female,"$50,000 to $74,999",Ontario,0,1,Conservative Party
45 to 59,Female,"$100,000 to $ 124,999",Newfoundland and Labrador,1,0,Liberal Party
45 to 59,Female,"$50,000 to $74,999",Nova Scotia,NA,NA,NA
Age 18 to 29,Female,"$125,000 and more",Ontario,1,0,Liberal Party
60+,Female,"$50,000 to $74,999",Ontario,0,0,Don't know/ Prefer not to answer
60+,Female,"$25,000 to $49,999",Alberta,0,1,Conservative Party
45 to 59,NA,"$75,000 to $99,999",British Columbia,1,0,Liberal Party
60+,Female,"Less than $25,000",Saskatchewan,0,0,ndp
60+,Female,NA,Manitoba,0,0,Green Party
45 to 59,Female,"$75,000 to $99,999",Saskatchewan,0,0,ndp
Age 30 to 44,Female,"$100,000 to $ 124,999",Alberta,0,1,Conservative Party
Age 30 to 44,Female,NA,British Columbia,0,1,Conservative Party
60+,Female,NA,Ontario,1,0,Liberal Party
45 to 59,Female,NA,Alberta,0,0,Don't know/ Prefer not to answer
60+,Male,"$125,000 and more",Ontario,0,1,Conservative Party
60+,Female,"Less than $25,000",Quebec,1,0,Liberal Party
Age 30 to 44,Male,"$125,000 and more",Ontario,1,0,Liberal Party
45 to 59,Male,"$50,000 to $74,999",Alberta,0,0,Don't know/ Prefer not to answer
45 to 59,Female,NA,Alberta,0,0,Don't know/ Prefer not to answer
60+,Female,"$25,000 to $49,999",Alberta,NA,NA,NA
Age 18 to 29,Female,"$25,000 to $49,999",Alberta,0,0,ndp
Age 30 to 44,Female,"$25,000 to $49,999",Nova Scotia,1,0,Liberal Party
Age 30 to 44,Female,NA,Ontario,0,0,ndp
45 to 59,Female,"Less than $25,000",Ontario,1,0,Liberal Party
60+,Male,"$75,000 to $99,999",British Columbia,1,0,Liberal Party
Age 30 to 44,Male,"$125,000 and more",Quebec,1,0,Liberal Party
Age 30 to 44,Male,NA,Manitoba,0,1,Conservative Party
Age 18 to 29,Female,"$50,000 to $74,999",Saskatchewan,NA,NA,NA
45 to 59,Female,NA,Ontario,0,0,Another party (please specify)
60+,Female,NA,Saskatchewan,0,1,Conservative Party
60+,Female,"$125,000 and more",Ontario,1,0,Liberal Party
45 to 59,Male,"$125,000 and more",Ontario,1,0,Liberal Party
Age 18 to 29,Male,NA,British Columbia,1,0,Liberal Party
60+,Male,"$75,000 to $99,999",Quebec,0,0,Bloc Québécois
Age 18 to 29,Female,NA,Saskatchewan,NA,NA,NA
Age 30 to 44,Male,"$75,000 to $99,999",Ontario,0,1,Conservative Party
Age 30 to 44,Female,"$50,000 to $74,999",Ontario,NA,NA,NA
60+,Male,"$125,000 and more",Alberta,1,0,Liberal Party
60+,Male,"$25,000 to $49,999",British Columbia,0,0,Green Party
45 to 59,Male,"Less than $25,000",Ontario,0,1,Conservative Party
Age 18 to 29,Female,"$25,000 to $49,999",Quebec,0,0,Bloc Québécois
45 to 59,Female,NA,Ontario,0,1,Conservative Party
Age 18 to 29,Female,"$50,000 to $74,999",Ontario,0,0,ndp
45 to 59,Female,NA,Newfoundland and Labrador,0,0,Don't know/ Prefer not to answer
60+,Female,"Less than $25,000",Ontario,1,0,Liberal Party
45 to 59,Female,"$75,000 to $99,999",Ontario,0,1,Conservative Party
Age 18 to 29,Female,"$25,000 to $49,999",New Brunswick,1,0,Liberal Party
60+,Female,NA,Ontario,0,1,Conservative Party
60+,Male,"$100,000 to $ 124,999",Ontario,1,0,Liberal Party
Age 30 to 44,Female,"$125,000 and more",Ontario,1,0,Liberal Party
Age 18 to 29,Female,NA,Ontario,NA,NA,NA
45 to 59,Female,"$25,000 to $49,999",Ontario,0,0,ndp
45 to 59,Female,"$125,000 and more",Alberta,0,1,Conservative Party
45 to 59,Male,"$125,000 and more",Ontario,0,1,Conservative Party
Age 30 to 44,Female,"$25,000 to $49,999",Ontario,0,0,ndp
60+,Male,"$25,000 to $49,999",Ontario,1,0,Liberal Party
Age 18 to 29,Male,"Less than $25,000",Alberta,NA,NA,NA
45 to 59,Male,"$25,000 to $49,999",Ontario,0,0,Green Party
Age 30 to 44,Female,"$125,000 and more",Alberta,0,0,ndp
Age 30 to 44,Male,NA,Ontario,NA,NA,NA
60+,Female,"$25,000 to $49,999",British Columbia,0,1,Conservative Party
Age 30 to 44,Male,NA,Ontario,1,0,Liberal Party
60+,Male,"$125,000 and more",Ontario,1,0,Liberal Party
Age 18 to 29,Female,"$25,000 to $49,999",Quebec,1,0,Liberal Party
60+,Male,NA,Nova Scotia,1,0,Liberal Party
45 to 59,Male,"$125,000 and more",British Columbia,1,0,Liberal Party
Age 30 to 44,Male,NA,British Columbia,NA,NA,NA
60+,Male,NA,Quebec,0,1,Conservative Party
Age 30 to 44,Female,"$50,000 to $74,999",Ontario,NA,NA,NA
Age 30 to 44,Male,NA,Ontario,1,0,Liberal Party
60+,Female,"$25,000 to $49,999",Quebec,0,0,Bloc Québécois
60+,Male,"Less than $25,000",Quebec,0,0,Bloc Québécois
60+,Female,"$50,000 to $74,999",Prince Edward Island,0,1,Conservative Party
60+,Female,NA,Saskatchewan,0,1,Conservative Party
60+,Male,NA,Ontario,0,1,Conservative Party
45 to 59,Male,"$125,000 and more",Ontario,0,0,Green Party
60+,Male,NA,Ontario,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"Less than $25,000",British Columbia,0,1,Conservative Party
60+,Female,NA,Ontario,NA,NA,NA
Age 18 to 29,Female,"$50,000 to $74,999",Alberta,0,1,Conservative Party
Age 18 to 29,Female,"$125,000 and more",Saskatchewan,0,1,Conservative Party
Age 18 to 29,Female,NA,Ontario,0,0,ndp
45 to 59,Male,"$75,000 to $99,999",Ontario,0,1,Conservative Party
45 to 59,Male,"$100,000 to $ 124,999",Ontario,0,0,ndp
45 to 59,Male,"$25,000 to $49,999",Quebec,0,1,Conservative Party
45 to 59,Female,NA,British Columbia,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"$50,000 to $74,999",Ontario,0,0,ndp
60+,Female,"$50,000 to $74,999",Ontario,1,0,Liberal Party
45 to 59,Female,"$50,000 to $74,999",Alberta,0,0,Don't know/ Prefer not to answer
60+,Male,"$100,000 to $ 124,999",Manitoba,0,1,Conservative Party
60+,Female,"Less than $25,000",Nova Scotia,1,0,Liberal Party
45 to 59,Male,"$25,000 to $49,999",Yukon,0,0,Don't know/ Prefer not to answer
60+,Male,NA,Quebec,NA,NA,NA
45 to 59,Female,"$75,000 to $99,999",Alberta,0,1,Conservative Party
Age 30 to 44,Male,"$50,000 to $74,999",Ontario,NA,NA,NA
Age 18 to 29,Male,"$25,000 to $49,999",Alberta,0,0,Green Party
Age 30 to 44,Male,"Less than $25,000",Alberta,0,0,Green Party
45 to 59,Female,"Less than $25,000",Ontario,0,0,People's Party
45 to 59,Female,NA,Ontario,1,0,Liberal Party
45 to 59,Male,"$125,000 and more",Ontario,1,0,Liberal Party
Age 18 to 29,Female,"$25,000 to $49,999",British Columbia,0,0,Green Party
60+,Female,NA,Quebec,0,0,Don't know/ Prefer not to answer
60+,Male,"$25,000 to $49,999",Newfoundland and Labrador,1,0,Liberal Party
Age 18 to 29,Female,NA,New Brunswick,0,0,Green Party
45 to 59,Female,"$125,000 and more",Ontario,0,0,ndp
60+,Male,"$125,000 and more",Ontario,1,0,Liberal Party
Age 18 to 29,Female,"Less than $25,000",Nova Scotia,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"$125,000 and more",Alberta,0,1,Conservative Party
45 to 59,Female,"$125,000 and more",Ontario,1,0,Liberal Party
60+,Female,"$50,000 to $74,999",Ontario,1,0,Liberal Party
45 to 59,Male,"$125,000 and more",British Columbia,0,0,Another party (please specify)
60+,Male,"$125,000 and more",Saskatchewan,0,1,Conservative Party
Age 30 to 44,Female,NA,Ontario,0,0,ndp
60+,Female,"$50,000 to $74,999",British Columbia,1,0,Liberal Party
Age 30 to 44,Female,NA,British Columbia,NA,NA,NA
45 to 59,Female,"$100,000 to $ 124,999",Ontario,0,0,Don't know/ Prefer not to answer
45 to 59,Male,"$100,000 to $ 124,999",Ontario,0,0,Don't know/ Prefer not to answer
Age 18 to 29,Female,NA,Ontario,1,0,Liberal Party
Age 30 to 44,Male,"$100,000 to $ 124,999",British Columbia,0,1,Conservative Party
45 to 59,Male,"$75,000 to $99,999",Alberta,0,1,Conservative Party
60+,Male,"$125,000 and more",Alberta,0,0,ndp
60+,Female,"$25,000 to $49,999",British Columbia,1,0,Liberal Party
60+,Female,"$75,000 to $99,999",Ontario,0,1,Conservative Party
60+,Female,"$50,000 to $74,999",New Brunswick,0,0,Don't know/ Prefer not to answer
60+,Female,"$25,000 to $49,999",Manitoba,0,0,Green Party
Age 30 to 44,Male,"$50,000 to $74,999",British Columbia,0,0,ndp
60+,Female,"$25,000 to $49,999",British Columbia,0,1,Conservative Party
60+,Female,NA,Alberta,0,1,Conservative Party
Age 30 to 44,Female,NA,Quebec,1,0,Liberal Party
Age 30 to 44,Female,NA,Ontario,1,0,Liberal Party
60+,Male,NA,Ontario,0,0,Green Party
45 to 59,Male,NA,Manitoba,0,1,Conservative Party
Age 30 to 44,Male,"$75,000 to $99,999",Alberta,0,1,Conservative Party
Age 30 to 44,Female,"$25,000 to $49,999",Saskatchewan,0,0,ndp
60+,Male,NA,Quebec,0,0,ndp
60+,Female,NA,Ontario,NA,NA,NA
Age 18 to 29,Female,NA,Ontario,0,0,Green Party
Age 30 to 44,Female,"$75,000 to $99,999",Quebec,0,1,Conservative Party
Age 18 to 29,Female,NA,Quebec,1,0,Liberal Party
Age 30 to 44,Female,NA,Ontario,0,1,Conservative Party
Age 30 to 44,Male,"$25,000 to $49,999",Quebec,NA,NA,NA
45 to 59,Female,"Less than $25,000",Manitoba,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Female,NA,Ontario,0,1,Conservative Party
60+,Female,NA,Manitoba,0,0,Don't know/ Prefer not to answer
60+,Male,"Less than $25,000",British Columbia,0,0,ndp
Age 18 to 29,Male,NA,Manitoba,NA,NA,NA
60+,Male,"$125,000 and more",Ontario,0,1,Conservative Party
45 to 59,Female,"$75,000 to $99,999",Ontario,1,0,Liberal Party
60+,Female,NA,Manitoba,0,0,Green Party
60+,Female,NA,Ontario,0,0,Green Party
Age 18 to 29,Male,NA,Ontario,NA,NA,NA
60+,Female,"$100,000 to $ 124,999",British Columbia,0,1,Conservative Party
45 to 59,Male,NA,Quebec,0,1,Conservative Party
45 to 59,Female,NA,Manitoba,1,0,Liberal Party
60+,Female,"$125,000 and more",Alberta,0,1,Conservative Party
Age 30 to 44,Male,"$50,000 to $74,999",British Columbia,0,1,Conservative Party
60+,Female,"$25,000 to $49,999",Quebec,1,0,Liberal Party
Age 18 to 29,Male,"$125,000 and more",Quebec,1,0,Liberal Party
60+,Male,"$100,000 to $ 124,999",Ontario,1,0,Liberal Party
Age 30 to 44,Female,NA,Quebec,1,0,Liberal Party
Age 30 to 44,Male,"$125,000 and more",Quebec,0,0,Bloc Québécois
60+,Female,"$75,000 to $99,999",Ontario,0,1,Conservative Party
60+,Female,"$50,000 to $74,999",British Columbia,1,0,Liberal Party
Age 30 to 44,Female,"$100,000 to $ 124,999",Ontario,0,1,Conservative Party
Age 18 to 29,Male,"$50,000 to $74,999",Ontario,NA,NA,NA
45 to 59,Male,NA,Newfoundland and Labrador,1,0,Liberal Party
Age 18 to 29,Female,"$125,000 and more",Ontario,0,0,Don't know/ Prefer not to answer
60+,Female,NA,Quebec,NA,NA,NA
45 to 59,Female,NA,Quebec,0,1,Conservative Party
Age 18 to 29,Female,NA,Ontario,0,0,Green Party
60+,Female,NA,Alberta,NA,NA,NA
Age 30 to 44,Female,"$100,000 to $ 124,999",Newfoundland and Labrador,1,0,Liberal Party
Age 30 to 44,Female,"$75,000 to $99,999",Manitoba,1,0,Liberal Party
45 to 59,Female,"$125,000 and more",Ontario,1,0,Liberal Party
Age 18 to 29,NA,NA,Newfoundland and Labrador,0,0,ndp
60+,Female,NA,British Columbia,0,0,ndp
Age 30 to 44,Male,NA,Ontario,0,1,Conservative Party
60+,Female,"$25,000 to $49,999",Ontario,0,0,ndp
45 to 59,Female,"Less than $25,000",Ontario,0,0,ndp
Age 18 to 29,Male,NA,Saskatchewan,0,0,Don't know/ Prefer not to answer
Age 18 to 29,Female,"$75,000 to $99,999",Ontario,0,0,Green Party
60+,Female,"$50,000 to $74,999",Quebec,0,1,Conservative Party
Age 18 to 29,Male,"$125,000 and more",Ontario,NA,NA,NA
Age 30 to 44,Female,"$125,000 and more",Ontario,0,0,ndp
Age 30 to 44,Female,"$50,000 to $74,999",Ontario,0,1,Conservative Party
60+,Male,"$125,000 and more",Ontario,0,1,Conservative Party
45 to 59,Female,"$50,000 to $74,999",Ontario,1,0,Liberal Party
60+,Female,"$25,000 to $49,999",Ontario,0,0,People's Party
Age 18 to 29,Female,"$100,000 to $ 124,999",Alberta,0,0,Green Party
Age 30 to 44,Female,NA,Ontario,0,0,Don't know/ Prefer not to answer
60+,Female,"$75,000 to $99,999",Manitoba,0,0,ndp
Age 30 to 44,Male,"$50,000 to $74,999",Alberta,0,1,Conservative Party
60+,Female,NA,Quebec,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Male,NA,Ontario,0,1,Conservative Party
Age 18 to 29,Male,"$125,000 and more",British Columbia,0,0,Green Party
Age 30 to 44,Female,"$100,000 to $ 124,999",Alberta,0,1,Conservative Party
Age 18 to 29,Male,NA,Ontario,1,0,Liberal Party
Age 30 to 44,Male,NA,Newfoundland and Labrador,1,0,Liberal Party
60+,Female,"$50,000 to $74,999",Ontario,0,0,ndp
60+,Female,"$25,000 to $49,999",British Columbia,0,0,Don't know/ Prefer not to answer
60+,Female,"Less than $25,000",Ontario,0,0,ndp
Age 30 to 44,Male,NA,Saskatchewan,0,1,Conservative Party
Age 18 to 29,Female,NA,British Columbia,0,0,ndp
Age 30 to 44,Female,NA,Ontario,0,0,ndp
60+,Female,"$75,000 to $99,999",Manitoba,0,0,Green Party
45 to 59,Female,"$75,000 to $99,999",Ontario,0,1,Conservative Party
Age 30 to 44,Male,"$50,000 to $74,999",Quebec,1,0,Liberal Party
45 to 59,Female,NA,Ontario,0,0,Don't know/ Prefer not to answer
Age 18 to 29,Female,NA,Ontario,NA,NA,NA
60+,Female,"$125,000 and more",Alberta,0,1,Conservative Party
45 to 59,Male,"$125,000 and more",Alberta,1,0,Liberal Party
Age 30 to 44,Male,NA,Ontario,0,0,People's Party
Age 30 to 44,Male,"$75,000 to $99,999",Alberta,0,0,Green Party
Age 18 to 29,Female,NA,Ontario,NA,NA,NA
Age 30 to 44,Female,"$100,000 to $ 124,999",Ontario,1,0,Liberal Party
Age 18 to 29,Female,"Less than $25,000",Ontario,0,0,ndp
Age 30 to 44,Female,NA,Manitoba,0,0,Green Party
Age 30 to 44,Female,"$125,000 and more",Alberta,0,1,Conservative Party
60+,Female,"$50,000 to $74,999",Quebec,0,0,ndp
Age 30 to 44,Female,NA,Saskatchewan,0,1,Conservative Party
Age 30 to 44,Male,NA,Saskatchewan,0,0,ndp
Age 30 to 44,Female,NA,Quebec,1,0,Liberal Party
45 to 59,Female,NA,Saskatchewan,0,0,Don't know/ Prefer not to answer
Age 18 to 29,Male,NA,Ontario,NA,NA,NA
Age 18 to 29,Male,NA,Ontario,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Female,NA,Ontario,NA,NA,NA
Age 18 to 29,Male,"$25,000 to $49,999",Ontario,1,0,Liberal Party
Age 30 to 44,Male,NA,Ontario,NA,NA,NA
Age 30 to 44,Female,"$125,000 and more",British Columbia,1,0,Liberal Party
Age 30 to 44,Male,"$25,000 to $49,999",Quebec,0,0,Don't know/ Prefer not to answer
60+,Female,NA,Quebec,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Female,"$125,000 and more",Ontario,1,0,Liberal Party
Age 30 to 44,Female,"$25,000 to $49,999",Ontario,0,1,Conservative Party
Age 30 to 44,Female,"Less than $25,000",Ontario,0,1,Conservative Party
60+,Female,"$25,000 to $49,999",British Columbia,0,0,Don't know/ Prefer not to answer
Age 18 to 29,Male,"Less than $25,000",Ontario,0,0,Green Party
60+,Female,NA,Alberta,0,1,Conservative Party
Age 30 to 44,Female,NA,Ontario,1,0,Liberal Party
Age 18 to 29,Female,NA,Ontario,0,0,ndp
Age 18 to 29,Female,NA,Ontario,NA,NA,NA
Age 30 to 44,NA,"$75,000 to $99,999",Ontario,0,1,Conservative Party
Age 18 to 29,Female,"$125,000 and more",Alberta,0,1,Conservative Party
60+,Female,"$50,000 to $74,999",Ontario,0,1,Conservative Party
Age 30 to 44,Female,"$100,000 to $ 124,999",Ontario,0,0,Green Party
Age 30 to 44,Female,NA,Manitoba,0,1,Conservative Party
Age 18 to 29,Female,NA,Ontario,0,0,Green Party
Age 18 to 29,Female,"$25,000 to $49,999",Ontario,0,0,ndp
45 to 59,Female,"$75,000 to $99,999",Alberta,0,1,Conservative Party
Age 30 to 44,Female,NA,Ontario,0,0,ndp
60+,Female,NA,Manitoba,1,0,Liberal Party
Age 18 to 29,Female,"Less than $25,000",Ontario,0,0,Green Party
Age 30 to 44,Female,NA,British Columbia,NA,NA,NA
Age 18 to 29,Female,NA,Ontario,0,0,ndp
45 to 59,Female,"$75,000 to $99,999",Ontario,1,0,Liberal Party
60+,Male,"$25,000 to $49,999",Alberta,0,1,Conservative Party
Age 30 to 44,Male,NA,Manitoba,0,0,ndp
45 to 59,Female,"$100,000 to $ 124,999",British Columbia,0,1,Conservative Party
Age 30 to 44,Male,"$25,000 to $49,999",British Columbia,NA,NA,NA
45 to 59,Male,NA,Nova Scotia,0,1,Conservative Party
Age 30 to 44,Male,"$75,000 to $99,999",Ontario,0,0,ndp
60+,Female,NA,Alberta,0,1,Conservative Party
Age 18 to 29,Female,"$75,000 to $99,999",British Columbia,NA,NA,NA
60+,Male,"$100,000 to $ 124,999",British Columbia,0,1,Conservative Party
Age 18 to 29,Female,NA,Ontario,NA,NA,NA
Age 30 to 44,Female,"$50,000 to $74,999",British Columbia,1,0,Liberal Party
60+,Female,"Less than $25,000",Quebec,0,0,Don't know/ Prefer not to answer
60+,Female,"$125,000 and more",Ontario,0,0,Don't know/ Prefer not to answer
Age 18 to 29,Female,NA,Alberta,0,1,Conservative Party
45 to 59,Male,"Less than $25,000",Alberta,0,1,Conservative Party
60+,Male,"Less than $25,000",Manitoba,NA,NA,NA
Age 18 to 29,Male,"Less than $25,000",British Columbia,0,1,Conservative Party
Age 18 to 29,Male,NA,Ontario,0,0,Green Party
45 to 59,Female,"$75,000 to $99,999",Ontario,1,0,Liberal Party
60+,Female,"$75,000 to $99,999",Alberta,0,1,Conservative Party
Age 30 to 44,Female,"$50,000 to $74,999",British Columbia,0,0,Don't know/ Prefer not to answer
Age 30 to 44,Female,"$125,000 and more",Alberta,0,1,Conservative Party
60+,Female,"Less than $25,000",Alberta,0,0,Don't know/ Prefer not to answer
